Compound,MagpieData mean SpaceGroupNumber,MagpieData minimum GSvolume_pa,avg ionic char,MagpieData range MeltingT,MagpieData avg_dev MendeleevNumber,mean_diff_eta,MagpieData maximum CovalentRadius,avg anion electron affinity,MagpieData minimum AtomicWeight,geom-mean_eta_both,Thermo_Dyn_stability_level
I-I-Pd,117.666666666667,14.41,0.011450032172088,1441.2,15.1111111111111,3.1,139.0,-295200.0,106.42,4.53214838310795,2
I-I-Pt,117.666666666667,15.02,0.007879147938485,1654.55,14.666666666666698,4.3,139.0,-295200.0,126.90446999999999,4.78444035722321,3
I-I-Sr,117.666666666667,43.015,0.11524104745739899,663.15,39.1111111111111,12.6,195.0,-295200.0,87.62,6.06545917816298,0
I-I-Zn,107.333333333333,13.96,0.05002286104649099,305.83,12.0,7.1,139.0,-295200.0,65.38,5.28780869381297,1
NC-NC-Ba,201.0,5.64,0.10396233813584199,3759.95,22.56,7.4,215.0,-21000.0,12.0107,7.2,3
NC-NC-Be,194.0,5.64,0.05978813355913701,3759.95,4.0,62.4,96.0,-21000.0,9.012182000000001,12.550828768092101,7
NC-NC-Ca,200.2,5.64,0.097178876489766,3759.95,23.2,14.3,176.0,-21000.0,12.0107,8.312874971307469,4
NC-NC-Cd,194.0,5.64,0.052102324814028,3759.95,3.52,4.9,144.0,-21000.0,12.0107,6.696916974663219,6
NC-NC-Co,194.0,5.64,0.040667006924993,3759.95,6.88,2.8,126.0,-21000.0,12.0107,6.20679103268891,7
NC-NC-Cu,200.2,5.64,0.039532513192938996,3759.95,4.96,2.9,132.0,-21000.0,12.0107,6.23192001536434,7
NC-NC-Fe,201.0,5.64,0.043566865381057,3759.95,7.84,1.9,132.0,-21000.0,12.0107,5.970858693180749,7
NC-NC-Mg,194.0,5.64,0.07699625947521001,3759.95,3.84,27.1,141.0,-21000.0,12.0107,9.82253594754996,4
NC-NC-Mn,198.6,5.64,0.061092746226309995,3759.95,8.8,3.9,139.0,-21000.0,12.0107,6.4727697133330295,7
NC-NC-Ni,200.2,5.64,0.038971007014659,3759.95,5.92,3.1,124.0,-21000.0,12.0107,6.281578842218,8
NC-NC-Pb,200.2,5.64,0.019756184252080002,3759.95,2.24,3.1,146.0,-21000.0,12.0107,6.281578842218,7
NC-NC-Pd,200.2,5.64,0.024671697812372002,3759.95,5.6,1.4,139.0,-21000.0,12.0107,5.83130124229947,8
NC-NC-Pt,200.2,5.64,0.021522918981017,3759.95,5.28,2.6,136.0,-150866.666666667,12.0107,6.155913408036111,8
NC-NC-Sr,200.2,5.64,0.10029514017886,3759.95,22.88,10.9,195.0,-21000.0,12.0107,7.804139814258161,4
NC-NC-Zn,194.0,5.64,0.054633371004058004,3759.95,3.68,5.4,122.0,-21000.0,12.0107,6.80357366943231,7
NCO-NCO-Ba,147.0,5.64,0.103692368009762,3768.2,17.877551020408198,8.7,215.0,-151500.0,12.0107,5.9922863839003595,4
NCO-NCO-Be,142.0,5.64,0.072158730200974,3768.2,5.30612244897959,63.7,96.0,-151500.0,9.012182000000001,10.4455778241255,4
NCO-NCO-Ca,146.428571428571,5.64,0.09904999384091699,3768.2,18.367346938775498,15.6,176.0,-151500.0,12.0107,6.91848993078221,4
NCO-NCO-Cd,142.0,5.64,0.066284012466976,3768.2,4.8163265306122405,6.2,144.0,-151500.0,12.0107,5.5735895001924405,1
NCO-NCO-Co,142.0,5.64,0.057217922189257996,3768.2,6.7755102040816295,4.1,126.0,-151500.0,12.0107,5.16567630456898,5
NCO-NCO-Cu,146.428571428571,5.64,0.056292113632977994,3768.2,5.79591836734694,4.2,132.0,-151500.0,12.0107,5.1865902018922005,4
NCO-NCO-Fe,147.0,5.64,0.05956042508855901,3768.2,7.2653061224489806,3.2,132.0,-151500.0,12.0107,4.96931878435279,4
NCO-NCO-Mg,142.0,5.64,0.084836912522829,3768.2,5.14285714285714,28.4,141.0,-151500.0,12.0107,8.17492339081603,4
NCO-NCO-Mn,145.285714285714,5.64,0.073141484291548,3768.2,7.75510204081633,5.2,139.0,-151500.0,12.0107,5.38704025268447,4
NCO-NCO-Ni,146.428571428571,5.64,0.05583181608118001,3768.2,6.28571428571429,4.4,124.0,-151500.0,12.0107,5.22791935633604,2
NCO-NCO-Pb,146.428571428571,5.64,0.038766440456932,3768.2,3.02040816326531,4.4,146.0,-151500.0,12.0107,5.22791935633604,4
NCO-NCO-Pd,146.428571428571,5.64,0.043479984773973,3768.2,6.122448979591839,2.7,139.0,-151500.0,12.0107,4.8531704214795,5
NCO-NCO-Pt,146.428571428571,5.64,0.04050700436434201,3768.2,5.95918367346939,3.9,136.0,-151500.0,12.0107,5.123332791033951,5
NCO-NCO-Sr,146.428571428571,5.64,0.10119057216088401,3768.2,18.122448979591802,12.2,195.0,-151500.0,12.0107,6.49508899264359,4
NCO-NCO-Zn,142.0,5.64,0.06823554828832,3768.2,4.9795918367346905,6.7,122.0,-151500.0,12.0107,5.66235581405587,4
NCS-NCS-Ba,163.571428571429,5.64,0.07809633301737,3759.95,17.959183673469397,8.8,215.0,-210500.0,12.0107,5.89445039782462,3
NCS-NCS-Be,158.571428571429,5.64,0.043916521760245006,3759.95,5.55102040816327,63.8,105.0,-210500.0,9.012182000000001,10.2750330034874,5
NCS-NCS-Ca,163.0,5.64,0.072754808750983,3759.95,18.448979591836697,15.7,176.0,-210500.0,12.0107,6.80553183079023,4
NCS-NCS-Cd,158.571428571429,5.64,0.038139998161431,3759.95,5.0612244897959195,6.3,144.0,-210500.0,12.0107,5.48258957298639,4
NCS-NCS-Co,158.571428571429,5.64,0.029678853899858,3759.95,7.0204081632653095,4.2,126.0,-210500.0,12.0107,5.08133637108992,7
NCS-NCS-Cu,163.0,5.64,0.028850006906327004,3759.95,6.04081632653061,4.3,132.0,-210500.0,12.0107,5.101908807468821,8
NCS-NCS-Fe,163.571428571429,5.64,0.031806979588896,3759.95,7.51020408163265,3.3,132.0,-210500.0,12.0107,4.888184777690809,7
NCS-NCS-Mg,158.571428571429,5.64,0.057052723932699,3759.95,5.3877551020408205,28.5,141.0,-210500.0,12.0107,8.041451517178121,4
NCS-NCS-Mn,161.857142857143,5.64,0.044903110967384,3759.95,8.0,5.3,139.0,-210500.0,12.0107,5.29908611274764,4
NCS-NCS-Ni,163.0,5.64,0.028440600262841,3759.95,6.53061224489796,4.5,124.0,-210500.0,12.0107,5.14256318131647,8
NCS-NCS-Pb,163.0,5.64,0.014936983880538,3759.95,3.3469387755102002,4.5,146.0,-210500.0,12.0107,5.14256318131647,3
NCS-NCS-Pd,163.0,5.64,0.018259290910425,3759.95,6.367346938775509,2.8,139.0,-210500.0,12.0107,4.77393276770935,8
NCS-NCS-Pt,163.0,5.64,0.016113693428448,3759.95,6.20408163265306,4.0,136.0,-210500.0,12.0107,5.03968419957949,8
NCS-NCS-Sr,163.0,5.64,0.075204785591431,3759.95,18.2040816326531,12.3,195.0,-210500.0,12.0107,6.38904375456013,4
NCS-NCS-Zn,158.571428571429,5.64,0.04003523855731,3759.95,5.22448979591837,6.8,122.0,-210500.0,12.0107,5.569906600335339,4
NO-NO-Ba,128.2,9.105,0.12534174322977198,945.2,24.16,8.2,215.0,-282000.0,14.0067,6.47006351927205,4
NO-NO-Be,121.2,7.89,0.08628950079707699,1505.2,5.6,63.2,96.0,-282000.0,9.012182000000001,11.278424909592099,4
NO-NO-Ca,127.4,9.105,0.11994994023340301,1060.2,24.8,15.1,176.0,-282000.0,14.0067,7.47011515168419,4
NO-NO-Cd,121.2,9.105,0.078346109736258,539.42,4.64,5.7,144.0,-282000.0,14.0067,6.01798308463364,8
NO-NO-Co,121.2,9.105,0.065589030530735,1713.2,8.48,3.6,126.0,-282000.0,14.0067,5.577546143381309,3
NO-NO-Cu,127.4,9.105,0.064247955792141,1302.97,6.56,3.7,132.0,-282000.0,14.0067,5.600127548115291,4
NO-NO-Fe,128.2,9.105,0.068948625747662,1756.2,9.44,2.7,132.0,-282000.0,14.0067,5.36553264020516,3
NO-NO-Mg,121.2,9.105,0.10268352429819001,868.2,5.28,27.9,141.0,-282000.0,14.0067,8.82672659735851,4
NO-NO-Mn,125.8,9.105,0.087595825283239,1464.2,10.4,4.7,139.0,-282000.0,14.0067,5.81655988762292,4
NO-NO-Ni,127.4,9.105,0.06357828591168001,1673.2,7.52,3.9,124.0,-282000.0,14.0067,5.64475195978692,4
NO-NO-Pb,127.4,9.105,0.036954509572146,545.81,2.56,3.9,146.0,-282000.0,14.0067,5.64475195978692,7
NO-NO-Pd,127.4,9.105,0.044742359150336,1773.25,7.2,2.2,139.0,-282000.0,14.0067,5.24012353301217,4
NO-NO-Pt,127.4,9.105,0.039883387659011005,1986.6,6.88,3.4,136.0,-282000.0,14.0067,5.5318264957127905,4
NO-NO-Sr,127.4,9.105,0.12245136878486801,995.2,24.48,11.7,195.0,-282000.0,14.0067,7.01295559882365,4
NO-NO-Zn,121.2,9.105,0.081011046679048,637.88,4.96,6.2,122.0,-282000.0,14.0067,6.11382691656582,5
OCN-OCN-Ba,147.0,5.64,0.103692368009762,3768.2,17.877551020408198,8.0,215.0,-151500.0,12.0107,6.65626823376609,3
OCN-OCN-Be,142.0,5.64,0.072158730200974,3768.2,5.30612244897959,63.0,96.0,-151500.0,9.012182000000001,11.603011505067899,5
OCN-OCN-Ca,146.428571428571,5.64,0.09904999384091699,3768.2,18.367346938775498,14.9,176.0,-151500.0,12.0107,7.68510077816433,4
OCN-OCN-Cd,142.0,5.64,0.066284012466976,3768.2,4.8163265306122405,5.5,144.0,-151500.0,12.0107,6.19117718369718,4
OCN-OCN-Co,142.0,5.64,0.057217922189257996,3768.2,6.7755102040816295,3.4,126.0,-151500.0,12.0107,5.738064720071041,4
OCN-OCN-Cu,146.428571428571,5.64,0.056292113632977994,3768.2,5.79591836734694,3.5,132.0,-151500.0,12.0107,5.76129600467232,4
OCN-OCN-Fe,147.0,5.64,0.05956042508855901,3768.2,7.2653061224489806,2.5,132.0,-151500.0,12.0107,5.519949589961821,4
OCN-OCN-Mg,142.0,5.64,0.084836912522829,3768.2,5.14285714285714,27.7,141.0,-151500.0,12.0107,9.08075472259754,4
OCN-OCN-Mn,145.285714285714,5.64,0.073141484291548,3768.2,7.75510204081633,4.5,139.0,-151500.0,12.0107,5.98395714268638,4
OCN-OCN-Ni,146.428571428571,5.64,0.05583181608118001,3768.2,6.28571428571429,3.7,124.0,-151500.0,12.0107,5.80720468129901,4
OCN-OCN-Pb,146.428571428571,5.64,0.038766440456932,3768.2,3.02040816326531,3.7,146.0,-151500.0,12.0107,5.80720468129901,4
OCN-OCN-Pd,146.428571428571,5.64,0.043479984773973,3768.2,6.122448979591839,2.0,139.0,-151500.0,12.0107,5.390931280644269,8
OCN-OCN-Pt,146.428571428571,5.64,0.04050700436434201,3768.2,5.95918367346939,3.2,136.0,-151500.0,12.0107,5.6910292871841,8
OCN-OCN-Sr,146.428571428571,5.64,0.10119057216088401,3768.2,18.122448979591802,11.5,195.0,-151500.0,12.0107,7.214784435766081,4
OCN-OCN-Zn,142.0,5.64,0.06823554828832,3768.2,4.9795918367346905,6.0,122.0,-151500.0,12.0107,6.28977934610135,4
SCN-SCN-Ba,163.571428571429,5.64,0.07809633301737,3759.95,17.959183673469397,9.0,215.0,-210500.0,12.0107,5.6962938871216,3
SCN-SCN-Be,158.571428571429,5.64,0.043916521760245006,3759.95,5.55102040816327,64.0,105.0,-210500.0,9.012182000000001,9.92961238749902,8
SCN-SCN-Ca,163.0,5.64,0.072754808750983,3759.95,18.448979591836697,15.9,176.0,-210500.0,12.0107,6.5767470671479,3
SCN-SCN-Cd,158.571428571429,5.64,0.038139998161431,3759.95,5.0612244897959195,6.5,144.0,-210500.0,12.0107,5.298278781296509,7
SCN-SCN-Co,158.571428571429,5.64,0.029678853899858,3759.95,7.0204081632653095,4.4,126.0,-210500.0,12.0107,4.910514696964861,7
SCN-SCN-Cu,163.0,5.64,0.028850006906327004,3759.95,6.04081632653061,4.5,132.0,-210500.0,12.0107,4.93039554007647,8
SCN-SCN-Fe,163.571428571429,5.64,0.031806979588896,3759.95,7.51020408163265,3.5,132.0,-210500.0,12.0107,4.723856371504491,7
SCN-SCN-Mg,158.571428571429,5.64,0.057052723932699,3759.95,5.3877551020408205,28.7,141.0,-210500.0,12.0107,7.771118260286241,4
SCN-SCN-Mn,161.857142857143,5.64,0.044903110967384,3759.95,8.0,5.5,139.0,-210500.0,12.0107,5.120944243167321,8
SCN-SCN-Ni,163.0,5.64,0.028440600262841,3759.95,6.53061224489796,4.7,124.0,-210500.0,12.0107,4.96968321672205,7
SCN-SCN-Pb,163.0,5.64,0.014936983880538,3759.95,3.3469387755102002,4.7,146.0,-210500.0,12.0107,4.96968321672205,7
SCN-SCN-Pd,163.0,5.64,0.018259290910425,3759.95,6.367346938775509,3.0,139.0,-210500.0,12.0107,4.6134452250659805,8
SCN-SCN-Pt,163.0,5.64,0.016113693428448,3759.95,6.20408163265306,4.2,136.0,-210500.0,12.0107,4.87026276608971,8
SCN-SCN-Sr,163.0,5.64,0.075204785591431,3759.95,18.2040816326531,12.5,195.0,-210500.0,12.0107,6.1742602664168,4
SCN-SCN-Zn,158.571428571429,5.64,0.04003523855731,3759.95,5.22448979591837,7.0,122.0,-210500.0,12.0107,5.382660431078991,7
SH-SH-Ba,151.4,6.615,0.074407949948803,985.99,25.92,8.7,215.0,-400000.0,1.00794,5.9922863839003595,3
SH-SH-Be,144.4,6.615,0.031238101385315,1545.99,7.36,63.7,105.0,-400000.0,1.00794,10.4455778241255,4
SH-SH-Ca,150.6,6.615,0.06699940997798,1100.99,26.56,15.6,176.0,-400000.0,1.00794,6.91848993078221,3
SH-SH-Cd,144.4,6.615,0.025081516025188003,580.21,6.4,6.2,144.0,-400000.0,1.00794,5.5735895001924405,5
SH-SH-Co,144.4,6.615,0.016918521992087,1753.99,10.24,4.1,126.0,-400000.0,1.00794,5.16567630456898,4
SH-SH-Cu,150.6,6.615,0.016186368769498003,1343.76,8.32,4.2,132.0,-400000.0,1.00794,5.1865902018922005,5
SH-SH-Fe,151.4,6.615,0.018859457973605,1796.99,11.2,3.2,132.0,-400000.0,1.00794,4.96931878435279,4
SH-SH-Mg,144.4,6.615,0.046592099302553,908.99,7.04,28.4,141.0,-400000.0,1.00794,8.17492339081603,1
SH-SH-Mn,149.0,6.615,0.032329359025852995,1504.99,12.16,5.2,139.0,-400000.0,1.00794,5.38704025268447,5
SH-SH-Ni,150.6,6.615,0.015829978149904,1713.99,9.28,4.4,124.0,-400000.0,1.00794,5.22791935633604,5
SH-SH-Pb,150.6,6.615,0.007250558534800999,586.6,3.04,4.4,146.0,-400000.0,1.00794,5.22791935633604,3
SH-SH-Pd,150.6,6.615,0.008509479773564,1814.04,8.96,2.7,139.0,-400000.0,1.00794,4.8531704214795,5
SH-SH-Pt,150.6,6.615,0.007580785194834,2027.39,8.64,3.9,136.0,-400000.0,1.00794,5.123332791033951,5
SH-SH-Sr,150.6,6.615,0.070368499288909,1035.99,26.24,12.2,195.0,-400000.0,1.00794,6.49508899264359,0
SH-SH-Zn,144.4,6.615,0.027055557744833,678.67,6.72,6.7,122.0,-400000.0,1.00794,5.66235581405587,4
NH-NH-Ce,194.0,6.615,0.09427884559705099,1056.99,23.04,10.8,204.0,-21000.0,1.00794,5.71464378708552,1
NH-NH-Ge,200.2,6.615,0.045230867393829005,1197.39,5.28,20.3,120.0,-21000.0,1.00794,6.76603594737095,0
NH-NH-Hf,194.0,6.615,0.08301038948470099,2491.99,13.44,24.4,175.0,-21000.0,1.00794,7.13270634331576,0
NH-NH-Ir,200.2,6.615,0.038812175226184,2724.99,8.64,14.7,141.0,-21000.0,1.00794,6.18992466956555,5
NH-NH-Mo,201.0,6.615,0.039987782418440004,2881.99,11.84,3.6,154.0,-21000.0,1.00794,4.53571577962154,1
NH-NH-Os,194.0,6.615,0.038812175226184,3291.99,9.6,3.2,144.0,-21000.0,1.00794,4.45011572311943,8
NH-NH-Pd,200.2,6.615,0.038812175226184,1814.04,8.0,5.0,139.0,-21000.0,1.00794,4.81246758847008,7
NH-NH-Pt,200.2,6.615,0.036759364160973,2027.39,7.84,5.1,136.0,-21000.0,1.00794,4.8310487287196295,3
NH-NH-Re,194.0,6.615,0.04984671570944,3444.99,10.56,6.9,151.0,-21000.0,1.00794,5.14357132938804,4
NH-NH-Ru,194.0,6.615,0.038812175226184,2592.99,9.92,4.9,146.0,-21000.0,1.00794,4.79374184427241,5
NH-NH-Sn,183.4,6.615,0.04725314450335201,491.07,5.12,14.7,139.0,-21000.0,1.00794,6.18992466956555,1
NH-NH-Tc,194.0,6.615,0.04984671570944,2415.99,10.88,9.2,147.0,-21000.0,1.00794,5.494628364255989,3
NH-NH-Te,185.6,6.615,0.041930785214971004,708.65,4.48,7.1,138.0,-21000.0,1.00794,5.176023742014809,7
NH-NH-Ti,194.0,6.615,0.06854654990374599,1926.99,14.08,24.4,160.0,-21000.0,1.00794,7.13270634331576,1
NH-NH-W,201.0,6.615,0.035118629803045996,3680.99,11.52,1.9,162.0,-21000.0,1.00794,4.146253938006709,0
NH-NH-Zr,194.0,6.615,0.08115353851418598,2113.99,13.76,19.4,175.0,-21000.0,1.00794,6.68001768912571,1
PH-PH-Ce,117.2,6.615,0.040151127629168004,1056.99,23.2,12.2,204.0,-216000.0,1.00794,4.11531059124071,3
PH-PH-Ge,123.4,6.615,0.0013681343757060002,1197.39,4.96,21.7,120.0,-216000.0,1.00794,4.87245407279037,8
PH-PH-Hf,117.2,6.615,0.029041133810322,2491.99,13.6,25.8,175.0,-216000.0,1.00794,5.13650597526174,4
PH-PH-Ir,123.4,6.615,5.9999250006193e-06,2724.99,8.8,16.1,141.0,-216000.0,1.00794,4.457576622573139,4
PH-PH-Mo,124.2,6.615,5.39915260055235e-05,2881.99,12.0,5.0,154.0,-216000.0,1.00794,3.2663241808556895,4
PH-PH-Os,117.2,6.615,5.9999250006193e-06,3291.99,9.76,4.6,144.0,-212200.0,1.00794,3.2046806502597702,5
PH-PH-Pd,123.4,6.615,5.9999250006193e-06,1814.04,8.16,6.4,139.0,-216000.0,1.00794,3.4656226310361298,4
PH-PH-Pt,123.4,6.615,0.000293733690253,2027.39,7.84,6.5,136.0,-410600.0,1.00794,3.47900354612292,3
PH-PH-Re,117.2,6.615,0.0034483422224259996,3444.99,10.72,8.3,151.0,-216000.0,1.00794,3.7040617678513397,5
PH-PH-Ru,117.2,6.615,5.9999250006193e-06,2592.99,10.08,6.3,146.0,-216000.0,1.00794,3.45213758169679,5
PH-PH-Sn,106.6,6.615,0.0021987799343169997,491.07,4.8,16.1,139.0,-216000.0,1.00794,4.457576622573139,4
PH-PH-Tc,117.2,6.615,0.0034483422224259996,2415.99,11.04,10.6,147.0,-159000.0,1.00794,3.9568699545989596,5
PH-PH-Te,108.8,6.615,0.000365586243864,708.65,4.0,8.5,138.0,-380400.0,1.00794,3.7274318609612695,7
PH-PH-Ti,117.2,6.615,0.016277432702685,1926.99,14.24,25.8,160.0,-216000.0,1.00794,5.13650597526174,5
PH-PH-W,124.2,6.615,0.0010902820342589999,3680.99,11.68,3.3,162.0,-216000.0,1.00794,2.9858593782544,3
PH-PH-Zr,117.2,6.615,0.027300986020507,2113.99,13.92,20.8,175.0,-216000.0,1.00794,4.81050938080508,4
S-S-Ce,111.333333333333,25.786875,0.09179989156459199,682.64,32.4444444444444,11.1,204.0,-400000.0,32.065,5.39258240824541,1
S-S-Ge,121.666666666667,23.005,0.017336395287709,823.04,4.0,20.6,120.0,-400000.0,32.065,6.384721039971731,0
S-S-Hf,111.333333333333,22.2,0.07468538592545,2117.64,19.111111111111104,24.7,175.0,-400000.0,32.065,6.730726915484889,0
S-S-Ir,121.666666666667,14.21,0.007879147938485,2350.64,12.444444444444402,15.0,141.0,-400000.0,32.065,5.841077786317659,3
S-S-Mo,123.0,15.69,0.009587051808464999,2507.64,16.8888888888889,3.9,154.0,-400000.0,32.065,4.28009549383699,4
S-S-Os,111.333333333333,14.09,0.007879147938485,2917.64,13.7777777777778,3.5,144.0,-400000.0,32.065,4.19931961767804,4
S-S-Pd,121.666666666667,14.41,0.007879147938485,1439.69,11.555555555555598,5.3,139.0,-400000.0,32.065,4.54125034293176,0
S-S-Pt,121.666666666667,15.02,0.004944169512592,1653.04,11.1111111111111,5.4,136.0,-400000.0,32.065,4.558784301961941,0
S-S-Re,111.333333333333,14.655,0.024259670081265002,3070.64,15.1111111111111,7.2,151.0,-400000.0,32.065,4.85369400085729,3
S-S-Ru,111.333333333333,13.51,0.007879147938485,2218.64,14.2222222222222,5.2,146.0,-400000.0,32.065,4.5235799294285,4
S-S-Sn,93.6666666666667,25.786875,0.020361516842384998,116.72,3.55555555555556,15.0,139.0,-400000.0,32.065,5.841077786317659,1
S-S-Tc,111.333333333333,14.285,0.024259670081265002,2041.64,15.555555555555598,9.5,147.0,-400000.0,32.065,5.18496644075949,4
S-S-Te,97.3333333333333,25.786875,0.01243833712937,334.3,0.8888888888888911,7.4,138.0,-400000.0,32.065,4.88431748605715,1
S-S-Ti,111.333333333333,16.69,0.05265017697748099,1552.64,20.0,24.7,160.0,-400000.0,32.065,6.730726915484889,0
S-S-W,123.0,16.05,0.00267268652648,3306.64,16.4444444444444,2.2,162.0,-400000.0,32.065,3.9125826349390698,4
S-S-Zr,111.333333333333,23.195,0.071859145297394,1739.64,19.5555555555556,19.7,175.0,-400000.0,32.065,6.30355053075304,0
Se-Se-Ce,74.0,25.92,0.08894212842141401,577.0,32.8888888888889,11.6,204.0,-390000.0,78.96,4.833104494384219,1
Se-Se-Ge,84.3333333333333,23.005,0.015623601165121,717.4,4.44444444444444,21.1,120.0,-390000.0,72.64,5.722309205046929,1
Se-Se-Hf,74.0,22.2,0.071859145297394,2012.0,19.5555555555556,25.2,175.0,-390000.0,78.96,6.032417132089269,0
Se-Se-Ir,84.3333333333333,14.21,0.006702401202066,2245.0,12.8888888888889,15.5,141.0,-390000.0,78.96,5.23506868581822,5
Se-Se-Mo,85.6666666666667,15.69,0.008291361473661999,2402.0,17.3333333333333,4.4,154.0,-390000.0,78.96,3.8360375793288704,3
Se-Se-Os,74.0,14.09,0.006702401202066,2812.0,14.2222222222222,4.0,144.0,-390000.0,78.96,3.7636421627090497,3
Se-Se-Pd,84.3333333333333,14.41,0.006702401202066,1334.05,12.0,5.8,139.0,-390000.0,78.96,4.07009773443383,0
Se-Se-Pt,84.3333333333333,15.02,0.004013317558865,1547.4,11.555555555555598,5.9,136.0,-390000.0,78.96,4.08581255337912,0
Se-Se-Re,74.0,14.655,0.022275112096077004,2965.0,15.555555555555598,7.7,151.0,-390000.0,78.96,4.3501255083354,4
Se-Se-Ru,74.0,13.51,0.006702401202066,2113.0,14.666666666666698,5.7,146.0,-390000.0,78.96,4.0542606181035,4
Se-Se-Sn,56.3333333333333,25.92,0.018521293557283998,11.08,4.0,15.5,139.0,-390000.0,78.96,5.23506868581822,1
Se-Se-Tc,74.0,14.285,0.022275112096077004,1936.0,16.0,10.0,147.0,-390000.0,78.96,4.64702858685096,0
Se-Se-Te,60.0,25.92,0.010969979586956,228.66,0.444444444444443,7.9,138.0,-390000.0,78.96,4.37757182120525,1
Se-Se-Ti,74.0,16.69,0.05002286104649099,1447.0,20.4444444444444,25.2,160.0,-390000.0,47.867,6.032417132089269,0
Se-Se-W,85.6666666666667,16.05,0.00199653265042,3201.0,16.8888888888889,2.7,162.0,-390000.0,78.96,3.5066540084134603,4
Se-Se-Zr,74.0,23.195,0.069047708767416,1634.0,20.0,20.2,175.0,-390000.0,78.96,5.649560098363559,0
Te-Te-Ce,166.0,34.7633333333,0.047433510619232004,348.34,33.3333333333333,8.0,204.0,-380400.0,127.6,8.38637246146847,3
Te-Te-Ge,176.333333333333,23.005,0.00044954468239099995,488.74,4.888888888888889,17.5,138.0,-380400.0,72.64,9.929314871833212,1
Te-Te-Hf,166.0,22.2,0.032856935785286,1783.34,20.0,21.6,175.0,-380400.0,127.6,10.4674121926035,0
Te-Te-Ir,176.333333333333,14.21,0.000554861689453,2016.34,13.333333333333302,11.9,141.0,-380400.0,127.6,9.083858193352699,1
Te-Te-Mo,177.666666666667,15.69,0.000199910026994,2173.34,17.7777777777778,0.8,154.0,-380400.0,95.96,6.65626823376609,1
Te-Te-Os,166.0,14.09,0.000554861689453,2583.34,14.666666666666698,0.4,144.0,-380400.0,127.6,6.5306481630677595,4
Te-Te-Pd,176.333333333333,14.41,0.000554861689453,1105.39,12.444444444444402,2.2,139.0,-380400.0,106.42,7.06240793990737,1
Te-Te-Pt,176.333333333333,15.02,0.001792729643206,1318.74,12.0,2.3,138.0,-380400.0,127.6,7.089676194709821,0
Te-Te-Re,166.0,14.655,0.00221114805574,2736.34,16.0,4.1,151.0,-380400.0,127.6,7.548310368506451,8
Te-Te-Ru,166.0,13.51,0.000554861689453,1884.34,15.1111111111111,2.1,146.0,-380400.0,101.07,7.034927475453089,3
Te-Te-Sn,148.333333333333,33.285,0.001086225463149,217.58,4.44444444444444,11.9,139.0,-380400.0,118.71,9.083858193352699,0
Te-Te-Tc,166.0,14.285,0.00221114805574,1707.34,16.4444444444444,6.4,147.0,-380400.0,98.0,8.06349471932719,0
Te-Te-Ti,166.0,16.69,0.016756774497731,1218.34,20.888888888888896,21.6,160.0,-380400.0,47.867,10.4674121926035,0
Te-Te-W,177.666666666667,16.05,0.0037239991290540005,2972.34,17.3333333333333,-0.9,162.0,-380400.0,127.6,6.084723937218231,4
Te-Te-Zr,166.0,23.195,0.030613980051147998,1405.34,20.4444444444444,16.6,175.0,-380400.0,91.22399999999999,9.803081080365471,0
NH-Br-Al,169.25,6.615,0.07170678076765401,919.46,8.0,41.9,121.0,-172800.0,1.00794,8.847198193798551,3
NH-Br-Bi,116.0,6.615,0.045816912385235,530.39,4.75,6.0,148.0,-172800.0,1.00794,5.30960640575874,4
NH-Br-Ce,161.5,6.615,0.10774181456055801,1056.99,28.0,4.4,204.0,-172800.0,1.00794,5.00660460532971,4
NH-Br-Co,161.5,6.615,0.053852821047590996,1753.99,11.875,5.0,126.0,-172800.0,1.00794,5.12445006988425,4
NH-Br-Cr,170.25,6.615,0.068217077946697,2165.99,15.25,5.2,139.0,-172800.0,1.00794,5.162551469370991,1
NH-Br-Fe,170.25,6.615,0.056951445010068,1796.99,13.0,9.2,132.0,-172800.0,1.00794,5.829183079656779,4
NH-Br-Ga,129.0,6.615,0.05822093088981099,288.9,7.75,13.1,122.0,-172800.0,1.00794,6.35819101274889,3
NH-Br-Gd,161.5,6.615,0.10181482420469301,1571.99,23.5,7.8,196.0,-172800.0,1.00794,5.61365714241126,1
NH-Br-In,147.75,6.615,0.060155428507520994,415.74,7.5,9.1,142.0,-172800.0,1.00794,5.814312650060099,1
NH-Br-Ir,169.25,6.615,0.0371219118619,2724.99,11.25,4.0,141.0,-172800.0,1.00794,4.9248494718953,3
NH-Br-La,161.5,6.615,0.10921475491412598,1178.99,28.75,11.5,207.0,-172800.0,1.00794,6.15211111342572,1
NH-Br-Lu,161.5,6.615,0.096601330218716,1921.99,18.25,8.2,187.0,-172800.0,1.00794,5.67691494174564,1
NH-Br-Nd,161.5,6.615,0.10626485878442699,1279.99,26.5,5.3,201.0,-172800.0,1.00794,5.18139306509917,1
