Compound,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,max ionic char,avg ionic char,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,avg anion electron affinity,M_oxid_state,eta_cation,min_eta_anion,max_eta_anion,mean_eta_anion,std-dev_eta_anion,min_diff_eta,max_diff_eta,mean_diff_eta,std-dev_diff_eta,mean_eta_both,geom-mean_eta_both,Formation_energy
OH-O-Gd,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1,64,63,20.25,21.875,8,27,92,65,73.25,23.125,87,1.00794,157.25,156.24206,47.564185,54.8429075,15.9994,14.01,1586,1571.99,427.4025,579.29875,54.8,1,16,15,9,7,16,1,6,5,2.75,1.625,2,31,196,165,89.75,53.125,66,1.2,3.44,2.24,2.57,0.87,3.44,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,1,1,0.25,0.375,0,0,7,7,1.75,2.625,0,1,10,9,5.75,2.375,6,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,9,9,2.25,3.375,0,0,7,7,1.75,2.625,0,1,16,15,5.25,5.375,2,6.615,32.05,25.435,14.21875,8.915625,9.105,0,7.853,7.853,1.96325,2.944875,0,0,0,0,0,0,0,12,194,182,103,91,12,1.75,2,0.25,1.75,0.714753055,0.143061704,1.24,2.24,1,1.74,0.707106781,-282000,3,11.7,4.9,5.6,5.25,0.35,6.1,6.8,6.45,0.35,7.4,6.847362545,-2.577302993
OH-O-In,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1,49,48,16.5,16.25,8,75,92,17,85.25,5.125,87,1.00794,114.818,113.81006,36.956185,38.9309075,15.9994,14.01,429.75,415.74,138.34,145.705,54.8,1,16,15,11.5,5.25,16,1,5,4,2.5,1.25,2,31,142,111,76.25,32.875,66,1.78,3.44,1.66,2.715,0.725,3.44,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,10,10,2.5,3.75,0,0,0,0,0,0,0,1,13,12,6.5,3.25,6,0,1,1,0.25,0.375,0,0,5,5,2.25,1.375,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.5,1.25,2,6.615,24.26,17.645,12.27125,5.994375,9.105,0,7.853,7.853,1.96325,2.944875,0,0,0,0,0,0,0,12,194,182,89.25,77.25,12,1.75,2.25,2.5,0,0.497871894,0.104822966,1.24,1.66,0.42,1.45,0.296984848,-282000,3,13,4.9,5.6,5.25,0.35,7.4,8.1,7.75,0.35,7.833333333,7.092115827,-1.40444888
OH-O-Ir,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1,77,76,23.5,26.75,8,60,92,32,81.5,10.75,87,1.00794,192.217,191.20906,56.305935,67.9555325,15.9994,14.01,2739,2724.99,715.6525,1011.67375,54.8,1,16,15,10.5,5.5,16,1,6,5,2.75,1.625,2,31,141,110,76,32.5,66,2.2,3.44,1.24,2.82,0.62,3.44,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,7,7,1.75,2.625,0,0,14,14,3.5,5.25,0,1,23,22,9,7,6,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,3,3,0.75,1.125,0,0,0,0,0,0,0,1,3,2,2,0.5,2,6.615,14.21,7.595,9.75875,2.225625,9.105,0,7.853,7.853,1.96325,2.944875,0,0,0,0,0,0,0,12,225,213,110.75,98.75,12,1.75,2,1.75,3.5,0.319140971,0.079785243,1.24,1.24,0,1.24,0,-282000,3,7.9,4.9,5.6,5.25,0.35,2.3,3,2.65,0.35,6.133333333,6.007176598,-0.54753223
OH-O-La,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1,57,56,18.5,19.25,8,13,92,79,69.75,28.375,87,1.00794,138.90547,137.89753,42.9780525,47.96370875,15.9994,14.01,1193,1178.99,329.1525,431.92375,54.8,1,16,15,9,7,16,1,6,5,2.75,1.625,2,31,207,176,92.5,57.25,66,1.1,3.44,2.34,2.545,0.895,3.44,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,1,6,5,4,2,6,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,9,9,2.25,3.375,0,0,0,0,0,0,0,1,9,8,3.5,2.75,2,6.615,36.8975,30.2825,15.430625,10.7334375,9.105,0,7.853,7.853,1.96325,2.944875,0,0,0,0,0,0,0,12,194,182,103,91,12,1.75,2,0.25,0,0.745613369,0.149408762,1.24,2.34,1.1,1.79,0.777817459,-282000,3,15.4,4.9,5.6,5.25,0.35,9.8,10.5,10.15,0.35,8.633333333,7.504151775,-2.65291214
OH-O-Lu,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1,71,70,22,24.5,8,41,92,51,76.75,17.875,87,1.00794,174.9668,173.95886,51.993385,61.4867075,15.9994,14.01,1936,1921.99,514.9025,710.54875,54.8,1,16,15,9,7,16,1,6,5,2.75,1.625,2,31,187,156,87.5,49.75,66,1.27,3.44,2.17,2.5875,0.8525,3.44,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,1,1,0.25,0.375,0,0,14,14,3.5,5.25,0,1,17,16,7.5,4.75,6,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,9,9,2.25,3.375,0,0,0,0,0,0,0,1,9,8,3.5,2.75,2,6.615,28.865,22.25,13.4225,7.72125,9.105,0,7.853,7.853,1.96325,2.944875,0,0,0.0022471,0.0022471,0.000561775,0.000842663,0,12,194,182,103,91,12,1.75,2,0.25,3.5,0.691867379,0.138528917,1.24,2.17,0.93,1.705,0.657609307,-282000,3,12.1,4.9,5.6,5.25,0.35,6.5,7.2,6.85,0.35,7.533333333,6.924522421,-2.78973687
OH-O-Nd,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1,60,59,19.25,20.375,8,19,92,73,71.25,26.125,87,1.00794,144.242,143.23406,44.312185,49.9649075,15.9994,14.01,1294,1279.99,354.4025,469.79875,54.8,1,16,15,9,7,16,1,6,5,2.75,1.625,2,31,201,170,91,55,66,1.14,3.44,2.3,2.555,0.885,3.44,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,0,0,0,0,0,0,4,4,1,1.5,0,1,6,5,4.75,1.875,6,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,0,0,0,0,0,0,10,10,2.5,3.75,0,1,10,9,3.75,3.125,2,6.615,34.81,28.195,14.90875,9.950625,9.105,0,7.853,7.853,1.96325,2.944875,0,0,0,0,0,0,0,12,194,182,103,91,12,1.75,2,0,1,0.733531702,0.146890094,1.24,2.3,1.06,1.77,0.749533188,-282000,3,9.2,4.9,5.6,5.25,0.35,3.6,4.3,3.95,0.35,6.566666667,6.32010041,-2.593610633
OH-O-Rh,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1,45,44,15.5,14.75,8,59,92,33,81.25,11.125,87,1.00794,102.9055,101.89756,33.97806,34.46372,15.9994,14.01,2237,2222.99,590.1525,823.42375,54.8,1,16,15,10.5,5.5,16,1,5,4,2.5,1.25,2,31,142,111,76.25,32.875,66,2.2,3.44,1.24,2.84,0.6,3.44,1,2,1,1.5,0.5,2,0,4,4,2,2,4,0,8,8,2,3,0,0,0,0,0,0,0,1,9,8,5.5,2.25,6,0,1,1,0.5,0.5,0,0,2,2,1,1,2,0,2,2,0.5,0.75,0,0,0,0,0,0,0,1,3,2,2,0.5,2,6.615,13.64,7.025,9.61625,2.011875,9.105,0,7.853,7.853,1.96325,2.944875,0,0,0,0,0,0,0,12,225,213,110.75,98.75,12,1.5,2,2,0,0.319140971,0.075700377,1.16,1.24,0.08,1.2,0.056568542,-282000,3,11.2,4.9,5.6,5.25,0.35,5.6,6.3,5.95,0.35,7.233333333,6.74839834,-0.842236943
OH-O-Ru,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1,44,43,15.25,14.375,8,56,92,36,80.5,12.25,87,1.00794,101.07,100.06206,33.519185,33.7754075,15.9994,14.01,2607,2592.99,682.6525,962.17375,54.8,1,16,15,10.25,5.75,16,1,5,4,2.5,1.25,2,31,146,115,77.25,34.375,66,2.2,3.44,1.24,2.82,0.62,3.44,1,2,1,1.5,0.5,2,0,4,4,2,2,4,0,7,7,1.75,2.625,0,0,0,0,0,0,0,1,8,7,5.25,2.125,6,0,1,1,0.5,0.5,0,0,2,2,1,1,2,0,3,3,0.75,1.125,0,0,0,0,0,0,0,1,4,3,2.25,0.875,2,6.615,13.51,6.895,9.58375,1.963125,9.105,0,7.853,7.853,1.96325,2.944875,0,0,0,0,0,0,0,12,194,182,103,91,12,1.5,2,1.75,0,0.319140971,0.079785243,1.24,1.24,0,1.24,0,-282000,3,10.7,4.9,5.6,5.25,0.35,5.1,5.8,5.45,0.35,7.066666667,6.646443158,-0.800851885
OH-O-Sc,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1,21,20,9.5,5.75,8,11,92,81,69.25,29.125,87,1.00794,44.955912,43.947972,19.490663,12.7326245,15.9994,14.01,1814,1799.99,484.4025,664.79875,54.8,1,16,15,9,7,16,1,4,3,2.25,0.875,2,31,170,139,83.25,43.375,66,1.36,3.44,2.08,2.61,0.83,3.44,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,1,6,5,4,2,6,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,9,9,2.25,3.375,0,0,0,0,0,0,0,1,9,8,3.5,2.75,2,6.615,22.235,15.62,11.765,5.235,9.105,0,7.853,7.853,1.96325,2.944875,0,0,6.35E-06,6.35E-06,1.59E-06,2.38E-06,0,12,194,182,103,91,12,1.75,2,0.25,0,0.660947393,0.132618383,1.24,2.08,0.84,1.66,0.593969696,-282000,3,24.6,4.9,5.6,5.25,0.35,19,19.7,19.35,0.35,11.7,8.772157178,-2.714215098
OH-O-Sm,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1,62,61,19.75,21.125,8,23,92,69,72.25,24.625,87,1.00794,150.36,149.35206,45.841685,52.2591575,15.9994,14.01,1345,1330.99,367.1525,488.92375,54.8,1,16,15,9,7,16,1,6,5,2.75,1.625,2,31,198,167,90.25,53.875,66,1.17,3.44,2.27,2.5625,0.8775,3.44,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,0,0,0,0,0,0,6,6,1.5,2.25,0,1,8,7,5.25,2.125,6,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,0,0,0,0,0,0,8,8,2,3,0,1,8,7,3.25,2.375,2,6.615,33.23,26.615,14.51375,9.358125,9.105,0,7.853,7.853,1.96325,2.944875,0,0,0,0,0,0,0,12,194,182,96,84,12,1.75,2,0,1.5,0.724240177,0.144983059,1.24,2.27,1.03,1.755,0.728319985,-282000,3,9,4.9,5.6,5.25,0.35,3.4,4.1,3.75,0.35,6.5,6.273966645,-2.63276329
OH-O-Y,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,1,39,38,14,12.5,8,12,92,80,69.5,28.75,87,1.00794,88.90585,87.89791,30.4781475,29.21385125,15.9994,14.01,1799,1784.99,480.6525,659.17375,54.8,1,16,15,9,7,16,1,5,4,2.5,1.25,2,31,190,159,88.25,50.875,66,1.22,3.44,2.22,2.575,0.865,3.44,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,1,6,5,4,2,6,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,9,9,2.25,3.375,0,0,0,0,0,0,0,1,9,8,3.5,2.75,2,6.615,32.365,25.75,14.2975,9.03375,9.105,0,7.853,7.853,1.96325,2.944875,0,0,0,0,0,0,0,12,194,182,103,91,12,1.75,2,0.25,0,0.708320593,0.14177337,1.24,2.22,0.98,1.73,0.692964646,-282000,3,20.6,4.9,5.6,5.25,0.35,15,15.7,15.35,0.35,10.36666667,8.268316817,-2.734491985
O-O-Ce,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,8,58,50,24.66666667,22.22222222,8,15,87,72,63,32,87,15.9994,140.116,124.1166,57.3716,55.16293333,15.9994,54.8,1071,1016.2,393.5333333,451.6444444,54.8,3,16,13,11.66666667,5.777777778,16,2,6,4,3.333333333,1.777777778,2,66,204,138,112,61.33333333,66,1.12,3.44,2.32,2.666666667,1.031111111,3.44,2,2,0,2,0,2,0,4,4,2.666666667,1.777777778,4,0,1,1,0.333333333,0.444444444,0,0,1,1,0.333333333,0.444444444,0,4,6,2,5.333333333,0.888888889,6,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,9,9,3,4,0,0,13,13,4.333333333,5.777777778,0,2,22,20,8.666666667,8.888888889,2,9.105,37.24,28.135,18.48333333,12.50444444,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,72.66666667,80.88888889,12,2,2.666666667,0.333333333,0.333333333,0.739616569,0.164359238,2.32,2.32,0,2.32,0,-282000,4,14.4,4.9,4.9,4.9,0,9.5,9.5,9.5,0,8.066666667,7.018617109,-3.486907093
O-O-Ge,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,8,32,24,16,10.66666667,8,79,87,8,84.33333333,3.555555556,87,15.9994,72.64,56.6406,34.8796,25.1736,15.9994,54.8,1211.4,1156.6,440.3333333,514.0444444,54.8,14,16,2,15.33333333,0.888888889,16,2,4,2,2.666666667,0.888888889,2,66,120,54,84,24,66,2.01,3.44,1.43,2.963333333,0.635555556,3.44,2,2,0,2,0,2,2,4,2,3.333333333,0.888888889,4,0,10,10,3.333333333,4.444444444,0,0,0,0,0,0,0,6,14,8,8.666666667,3.555555556,6,0,0,0,0,0,0,2,4,2,2.666666667,0.888888889,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.666666667,0.888888889,2,9.105,23.005,13.9,13.73833333,6.177777778,9.105,0,0.383,0.383,0.127666667,0.170222222,0,0,0,0,0,0,0,12,225,213,83,94.66666667,12,2,3.333333333,3.333333333,0,0.400239578,0.088942128,1.43,1.43,0,1.43,0,-282000,4,23.9,4.9,4.9,4.9,0,19,19,19,0,11.23333333,8.309917018,-1.67367336
O-O-Hf,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,8,72,64,29.33333333,28.44444444,8,45,87,42,73,18.66666667,87,15.9994,178.49,162.4906,70.16293333,72.21804444,15.9994,54.8,2506,2451.2,871.8666667,1089.422222,54.8,4,16,12,12,5.333333333,16,2,6,4,3.333333333,1.777777778,2,66,175,109,102.3333333,48.44444444,66,1.3,3.44,2.14,2.726666667,0.951111111,3.44,2,2,0,2,0,2,0,4,4,2.666666667,1.777777778,4,0,2,2,0.666666667,0.888888889,0,0,14,14,4.666666667,6.222222222,0,6,18,12,10,5.333333333,6,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,8,8,2.666666667,3.555555556,0,0,0,0,0,0,0,2,8,6,4,2.666666667,2,9.105,22.2,13.095,13.47,5.82,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,72.66666667,80.88888889,12,2,2.666666667,0.666666667,4.666666667,0.681744258,0.151498724,2.14,2.14,0,2.14,0,-282000,4,28,4.9,4.9,4.9,0,23.1,23.1,23.1,0,12.6,8.760254644,-3.613547533
O-O-Ir,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,8,77,69,31,30.66666667,8,60,87,27,78,12,87,15.9994,192.217,176.2176,74.7386,78.31893333,15.9994,54.8,2739,2684.2,949.5333333,1192.977778,54.8,9,16,7,13.66666667,3.111111111,16,2,6,4,3.333333333,1.777777778,2,66,141,75,91,33.33333333,66,2.2,3.44,1.24,3.026666667,0.551111111,3.44,2,2,0,2,0,2,0,4,4,2.666666667,1.777777778,4,0,7,7,2.333333333,3.111111111,0,0,14,14,4.666666667,6.222222222,0,6,23,17,11.66666667,7.555555556,6,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,3,3,1,1.333333333,0,0,0,0,0,0,0,2,3,1,2.333333333,0.444444444,2,9.105,14.21,5.105,10.80666667,2.268888889,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,83,94.66666667,12,2,2.666666667,2.333333333,4.666666667,0.319140971,0.070920216,1.24,1.24,0,1.24,0,-282000,4,18.3,4.9,4.9,4.9,0,13.4,13.4,13.4,0,9.366666667,7.602348074,-0.617065377
O-O-Mo,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,8,42,34,19.33333333,15.11111111,8,50,87,37,74.66666667,16.44444444,87,15.9994,95.96,79.9606,42.65293333,35.53804444,15.9994,54.8,2896,2841.2,1001.866667,1262.755556,54.8,6,16,10,12.66666667,4.444444444,16,2,5,3,3,1.333333333,2,66,154,88,95.33333333,39.11111111,66,2.16,3.44,1.28,3.013333333,0.568888889,3.44,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,6,6,0,6,0,6,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,9.105,15.69,6.585,11.3,2.926666667,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,84.33333333,96.44444444,12,1.666666667,2.666666667,1.666666667,0,0.336084237,0.074685386,1.28,1.28,0,1.28,0,-282000,4,7.2,4.9,4.9,4.9,0,2.3,2.3,2.3,0,5.666666667,5.570680091,-1.6906859
O-O-Os,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,8,76,68,30.66666667,30.22222222,8,57,87,30,77,13.33333333,87,15.9994,190.23,174.2306,74.07626667,77.43582222,15.9994,54.8,3306,3251.2,1138.533333,1444.977778,54.8,8,16,8,13.33333333,3.555555556,16,2,6,4,3.333333333,1.777777778,2,66,144,78,92,34.66666667,66,2.2,3.44,1.24,3.026666667,0.551111111,3.44,2,2,0,2,0,2,0,4,4,2.666666667,1.777777778,4,0,6,6,2,2.666666667,0,0,14,14,4.666666667,6.222222222,0,6,22,16,11.33333333,7.111111111,6,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,4,4,1.333333333,1.777777778,0,0,0,0,0,0,0,2,4,2,2.666666667,0.888888889,2,9.105,14.09,4.985,10.76666667,2.215555556,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,72.66666667,80.88888889,12,2,2.666666667,2,4.666666667,0.319140971,0.070920216,1.24,1.24,0,1.24,0,-282000,4,6.8,4.9,4.9,4.9,0,1.9,1.9,1.9,0,5.533333333,5.465547725,-0.56077649
O-O-Pd,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,8,46,38,20.66666667,16.88888889,8,62,87,25,78.66666667,11.11111111,87,15.9994,106.42,90.4206,46.1396,40.18693333,15.9994,54.8,1828.05,1773.25,645.8833333,788.1111111,54.8,10,16,6,14,2.666666667,16,2,5,3,3,1.333333333,2,66,139,73,90.33333333,32.44444444,66,2.2,3.44,1.24,3.026666667,0.551111111,3.44,0,2,2,1.333333333,0.888888889,2,0,4,4,2.666666667,1.777777778,4,0,10,10,3.333333333,4.444444444,0,0,0,0,0,0,0,6,10,4,7.333333333,1.777777778,6,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,9.105,14.41,5.305,10.87333333,2.357777778,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,83,94.66666667,12,1.333333333,2.666666667,3.333333333,0,0.319140971,0.070920216,1.24,1.24,0,1.24,0,-282000,4,8.6,4.9,4.9,4.9,0,3.7,3.7,3.7,0,6.133333333,5.910581413,-0.535892797
O-O-Pt,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,8,78,70,31.33333333,31.11111111,8,63,87,24,79,10.66666667,87,15.9994,195.084,179.0846,75.69426667,79.59315556,15.9994,54.8,2041.4,1986.6,717,882.9333333,54.8,10,16,6,14,2.666666667,16,2,6,4,3.333333333,1.777777778,2,66,136,70,89.33333333,31.11111111,66,2.28,3.44,1.16,3.053333333,0.515555556,3.44,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,0,9,9,3,4,0,0,14,14,4.666666667,6.222222222,0,6,24,18,12,8,6,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,2,2,0,2,0,2,9.105,15.02,5.915,11.07666667,2.628888889,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,83,94.66666667,12,1.666666667,2.666666667,3,4.666666667,0.285662686,0.063480597,1.16,1.16,0,1.16,0,-282000,4,8.7,4.9,4.9,4.9,0,3.8,3.8,3.8,0,6.166666667,5.933402418,-0.677518687
O-O-Re,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,8,75,67,30.33333333,29.77777778,8,54,87,33,76,14.66666667,87,15.9994,186.207,170.2076,72.73526667,75.64782222,15.9994,54.8,3459,3404.2,1189.533333,1512.977778,54.8,7,16,9,13,4,16,2,6,4,3.333333333,1.777777778,2,66,151,85,94.33333333,37.77777778,66,1.9,3.44,1.54,2.926666667,0.684444444,3.44,2,2,0,2,0,2,0,4,4,2.666666667,1.777777778,4,0,5,5,1.666666667,2.222222222,0,0,14,14,4.666666667,6.222222222,0,6,21,15,11,6.666666667,6,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,2,5,3,3,1.333333333,2,9.105,14.655,5.55,10.955,2.466666667,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,72.66666667,80.88888889,12,2,2.666666667,1.666666667,4.666666667,0.447277936,0.099395097,1.54,1.54,0,1.54,0,-282000,4,10.5,4.9,4.9,4.9,0,5.6,5.6,5.6,0,6.766666667,6.317236748,-1.034193353
O-O-Ru,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,8,44,36,20,16,8,56,87,31,76.66666667,13.77777778,87,15.9994,101.07,85.0706,44.35626667,37.80915556,15.9994,54.8,2607,2552.2,905.5333333,1134.311111,54.8,8,16,8,13.33333333,3.555555556,16,2,5,3,3,1.333333333,2,66,146,80,92.66666667,35.55555556,66,2.2,3.44,1.24,3.026666667,0.551111111,3.44,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,0,7,7,2.333333333,3.111111111,0,0,0,0,0,0,0,6,8,2,6.666666667,0.888888889,6,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,3,3,1,1.333333333,0,0,0,0,0,0,0,2,4,2,2.666666667,0.888888889,2,9.105,13.51,4.405,10.57333333,1.957777778,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,72.66666667,80.88888889,12,1.666666667,2.666666667,2.333333333,0,0.319140971,0.070920216,1.24,1.24,0,1.24,0,-282000,4,8.5,4.9,4.9,4.9,0,3.6,3.6,3.6,0,6.1,5.88758281,-0.940851393
