Compound,mean EN difference,geom-mean_eta_both,MagpieData mean Electronegativity,max ionic char,MagpieData avg_dev MendeleevNumber,MagpieData minimum Electronegativity,MagpieData range MeltingT,MagpieData mean Row,MagpieData avg_dev NpValence,MagpieData mean GSbandgap,std_dev EN difference,Formation_energy
F-F-Ba,3.09,8.55989984452064,2.95,0.908097311920564,37.3333333333333,0.89,946.5,3.33333333333333,2.22222222222222,1.31333333333333,0,-3.86411582
F-F-Be,2.41,14.9213662806384,3.17666666666667,0.76590423612167,11.5555555555556,1.57,1506.5,2,2.22222222222222,1.31333333333333,0,-3.1865983867
F-F-Ca,2.98,9.882969052002,2.98666666666667,0.891401751542897,38.2222222222222,1,1061.5,2.66666666666667,2.22222222222222,1.31333333333333,0,-4.0356293933
F-F-Cd,2.29,7.96179702363712,3.21666666666667,0.730456367481674,10.2222222222222,1.69,540.72,3,2.22222222222222,1.31333333333333,0,-2.28580987
F-F-Co,2.1,7.37909855495638,3.28,0.667960054655339,15.5555555555556,1.88,1714.5,2.66666666666667,2.22222222222222,1.31333333333333,0,-2.17949004
F-F-Cu,2.08,7.40897377369198,3.28666666666667,0.660947392745558,12.8888888888889,1.9,1304.27,2.66666666666667,2.22222222222222,1.31333333333333,0,-1.6276481767
F-F-Fe,2.15,7.09860449991841,3.26333333333333,0.685139312535294,16.8888888888889,1.83,1757.5,2.66666666666667,2.22222222222222,1.31333333333333,0,-2.16979648
F-F-Mg,2.67,11.6777672125321,3.09,0.831736655486387,11.1111111111111,1.31,869.5,2.33333333333333,2.22222222222222,1.31333333333333,0,-3.6946548233
F-F-Mn,2.43,7.69531395316351,3.17,0.77150135530994,18.2222222222222,1.55,1465.5,2.66666666666667,2.22222222222222,1.31333333333333,0,-2.6246839233
F-F-Ni,2.07,7.46801191039527,3.29,0.657411410756611,14.2222222222222,1.91,1674.5,2.66666666666667,2.22222222222222,1.31333333333333,0,-2.2081496033
F-F-Pb,1.65,7.46801191039527,3.43,0.493699544326619,5.33333333333333,2.33,547.11,3.33333333333333,1.33333333333333,1.31333333333333,0,-2.26214717
F-F-Pd,1.78,6.93268813851559,3.38666666666667,0.547107278760105,13.7777777777778,2.2,1774.55,3,2.22222222222222,1.31333333333333,0,-1.2927925167
F-F-Pt,1.7,7.31861142004594,3.41333333333333,0.514463104845921,13.3333333333333,2.28,1987.9,3.33333333333333,2.22222222222222,1.31333333333333,0,-0.5576377233
F-F-Sr,3.03,9.27814655315079,2.97,0.89926127549485,37.7777777777778,0.95,996.5,3,2.22222222222222,1.31333333333333,0,-3.9964955967
F-F-Zn,2.33,8.08859849932755,3.20333333333333,0.742626000251458,10.6666666666667,1.65,639.18,2.66666666666667,2.22222222222222,1.31333333333333,0,-2.428196
I-I-Ba,1.77,5.59591538877686,2.07,0.543069966787304,38.6666666666667,0.89,613.15,5.33333333333333,2.22222222222222,0.708,0,-1.94415893
I-I-Be,1.09,9.75463553406528,2.29666666666667,0.25697456350617,12.8888888888889,1.57,1173.15,4,2.22222222222222,0.708,0,-0.3463798233
I-I-Ca,1.66,6.46085346901632,2.10666666666667,0.497871893693153,39.5555555555556,1,728.15,4.66666666666667,2.22222222222222,0.708,0,-1.8129115733
I-I-Cd,0.97,5.20491399387207,2.33666666666667,0.209607008802607,11.5555555555556,1.69,207.37,5,2.22222222222222,0.708,0,-0.6496440233
I-I-Co,0.78,4.82398297982585,2.4,0.141097613792152,16.8888888888889,1.88,1381.15,4.66666666666667,2.22222222222222,0.708,0,-0.15173305
I-I-Cu,0.76,4.84351348827831,2.40666666666667,0.134458537778234,14.2222222222222,1.9,970.92,4.66666666666667,2.22222222222222,0.708,0,-0.0327768333
I-I-Fe,0.83,4.64061389519198,2.38333333333333,0.158210250834464,18.2222222222222,1.83,1424.15,4.66666666666667,2.22222222222222,0.708,0,-0.0683197067
I-I-Mg,1.35,7.63417778690399,2.21,0.365948438141932,12.4444444444444,1.31,536.15,4.33333333333333,2.22222222222222,0.708,0,-1.18340106
I-I-Mn,1.11,5.03070439539571,2.29,0.265103054644222,19.5555555555556,1.55,1132.15,4.66666666666667,2.22222222222222,0.708,0,-0.8124796033
I-I-Ni,0.75,4.88210884846984,2.41,0.131184943737157,15.5555555555556,1.91,1341.15,4.66666666666667,2.22222222222222,0.708,0,-0.3462317967
I-I-Pb,0.33,4.88210884846984,2.55,0.026857740118648,6.66666666666667,2.33,213.76,5.33333333333333,1.33333333333333,0.708,0,-0.65550436
I-I-Pd,0.46,4.53214838310795,2.50666666666667,0.051525144774396,15.1111111111111,2.2,1441.2,5,2.22222222222222,0.708,0,-0.15278374
I-I-Pt,0.38,4.78444035722321,2.53333333333333,0.035456165723185,14.6666666666667,2.28,1654.55,5.33333333333333,2.22222222222222,0.708,0,0.06681862
I-I-Sr,1.71,6.06545917816298,2.09,0.518584713558295,39.1111111111111,0.95,663.15,5,2.22222222222222,0.708,0,-1.9020053367
I-I-Zn,1.01,5.28780869381297,2.32333333333333,0.225102874709209,12,1.65,305.83,4.66666666666667,2.22222222222222,0.708,0,-0.5031786767
NC-NC-Ba,1.04333333333333,7.2,2.414,0.685139312535294,22.56,0.89,3759.95,2.8,0.8,4.3732,1.17379725676967,-0.237819972
NC-NC-Be,0.816666666666667,12.5508287680921,2.55,0.417382851233086,4,1.57,3759.95,2,0.8,4.3732,0.692964645562816,0.56288523
NC-NC-Ca,1.00666666666667,8.31287497130747,2.436,0.646686671641399,23.2,1,3759.95,2.4,0.8,4.3732,1.09601551083915,-0.213145098
NC-NC-Cd,0.776666666666667,6.69691697466322,2.574,0.365948438141932,3.52,1.69,3759.95,2.6,0.8,4.3732,0.608111831820431,0.675646876
NC-NC-Co,0.713333333333333,6.20679103268891,2.612,0.285662686264043,6.88,1.88,3759.95,2.4,0.8,4.3732,0.473761543394987,0.818935042
NC-NC-Cu,0.706666666666667,6.23192001536434,2.616,0.277400390009806,4.96,1.9,3759.95,2.4,0.8,4.3732,0.459619407771256,1.06401717
NC-NC-Fe,0.73,5.97085869318075,2.602,0.306514536143557,7.84,1.83,3759.95,2.4,0.8,4.3732,0.509116882454314,0.792837396
NC-NC-Mg,0.903333333333333,9.82253594754996,2.498,0.526794252062466,3.84,1.31,3759.95,2.2,0.8,4.3732,0.876812408671319,0.090249556
NC-NC-Mn,0.823333333333334,6.47276971333303,2.546,0.425942090430698,8.8,1.55,3759.95,2.4,0.8,4.3732,0.707106781186547,0.488854444
NC-NC-Ni,0.703333333333333,6.281578842218,2.618,0.273287979294598,5.92,1.91,3759.95,2.4,0.8,4.3732,0.45254833995939,0.769766192
NC-NC-Pb,0.563333333333333,6.281578842218,2.702,0.118407193312251,2.24,2.33,3759.95,2.8,0.48,4.3732,0.15556349186104,0.732690686
NC-NC-Pd,0.606666666666667,5.83130124229947,2.676,0.161717396775766,5.6,2.2,3759.95,2.6,0.8,4.3732,0.247487373415291,1.217859554
NC-NC-Pt,0.236666666666667,6.15591340803611,2.692,0.134458537778234,5.28,2.28,3759.95,2.8,0.8,4.3732,0,1.429890228
NC-NC-Sr,1.02333333333333,7.80413981425816,2.426,0.664463655809218,22.88,0.95,3759.95,2.6,0.8,4.3732,1.13137084989848,-0.238937636
NC-NC-Zn,0.79,6.80357366943231,2.566,0.383085599679248,3.68,1.65,3759.95,2.4,0.8,4.3732,0.636396103067893,0.672424268
NCO-NCO-Ba,1.24333333333333,5.99228638390036,2.70714285714286,0.803211356141508,17.8775510204082,0.89,3768.2,2.57142857142857,1.06122448979592,3.12371428571429,1.17379725676967,-1.0804593943
NCO-NCO-Be,1.01666666666667,10.4455778241255,2.80428571428571,0.582814787035019,5.30612244897959,1.57,3768.2,2,1.06122448979592,3.12371428571429,0.692964645562816,-0.6932053757
NCO-NCO-Ca,1.20666666666667,6.91848993078221,2.72285714285714,0.774266459580783,18.3673469387755,1,3768.2,2.28571428571429,1.06122448979592,3.12371428571429,1.09601551083915,-1.1457717914
NCO-NCO-Cd,0.976666666666667,5.57358950019244,2.82142857142857,0.534956811865944,4.81632653061224,1.69,3768.2,2.42857142857143,1.06122448979592,3.12371428571429,0.608111831820431,-0.5514124957
NCO-NCO-Co,0.913333333333333,5.16567630456898,2.84857142857143,0.455779073674793,6.77551020408163,1.88,3768.2,2.28571428571429,1.06122448979592,3.12371428571429,0.473761543394987,-0.4891322386
NCO-NCO-Cu,0.906666666666667,5.1865902018922,2.85142857142857,0.447277935696606,5.79591836734694,1.9,3768.2,2.28571428571429,1.06122448979592,3.12371428571429,0.459619407771256,-0.2949664729
NCO-NCO-Fe,0.93,4.96931878435279,2.84142857142857,0.476922164006862,7.26530612244898,1.83,3768.2,2.28571428571429,1.06122448979592,3.12371428571429,0.509116882454314,-0.5089546471
NCO-NCO-Mg,1.10333333333333,8.17492339081603,2.76714285714286,0.678328679969553,5.14285714285714,1.31,3768.2,2.14285714285714,1.06122448979592,3.12371428571429,0.876812408671319,-0.98301524
NCO-NCO-Mn,1.02333333333333,5.38704025268447,2.80142857142857,0.590584603914435,7.75510204081633,1.55,3768.2,2.28571428571429,1.06122448979592,3.12371428571429,0.707106781186547,-0.7303345186
NCO-NCO-Ni,0.903333333333334,5.22791935633604,2.85285714285714,0.443019472906049,6.28571428571429,1.91,3768.2,2.28571428571429,1.06122448979592,3.12371428571429,0.45254833995939,-0.5372342057
NCO-NCO-Pb,0.763333333333333,5.22791935633604,2.91285714285714,0.265103054644222,3.02040816326531,2.33,3768.2,2.57142857142857,0.73469387755102,3.12371428571429,0.15556349186104,-0.4672813171
NCO-NCO-Pd,0.806666666666667,4.8531704214795,2.89428571428571,0.319140970908075,6.12244897959184,2.2,3768.2,2.42857142857143,1.06122448979592,3.12371428571429,0.247487373415291,-0.2586019443
NCO-NCO-Pt,0.78,5.12333279103395,2.90571428571429,0.285662686264043,5.95918367346939,2.28,3768.2,2.57142857142857,1.06122448979592,3.12371428571429,0.190918830920368,-0.07070324
NCO-NCO-Sr,1.22333333333333,6.49508899264359,2.71571428571429,0.787757332306276,18.1224489795918,0.95,3768.2,2.42857142857143,1.06122448979592,3.12371428571429,1.13137084989848,-1.1240824557
NCO-NCO-Zn,0.99,5.66235581405587,2.81571428571429,0.551131362113503,4.97959183673469,1.65,3768.2,2.28571428571429,1.06122448979592,3.12371428571429,0.636396103067893,-0.5823052243
NCS-NCS-Ba,0.813333333333333,5.89445039782462,2.46142857142857,0.685139312535294,17.9591836734694,0.89,3759.95,2.85714285714286,1.06122448979592,3.75285714285714,1.17379725676967,-0.4655822163
NCS-NCS-Be,0.586666666666667,10.2750330034874,2.55857142857143,0.417382851233086,5.55102040816327,1.57,3759.95,2.28571428571429,1.06122448979592,3.75285714285714,0.692964645562816,0.1524510437
NCS-NCS-Ca,0.776666666666667,6.80553183079023,2.47714285714286,0.646686671641399,18.4489795918367,1,3759.95,2.57142857142857,1.06122448979592,3.75285714285714,1.09601551083915,-0.4872764063
NCS-NCS-Cd,0.546666666666667,5.48258957298639,2.57571428571429,0.365948438141932,5.06122448979592,1.69,3759.95,2.71428571428571,1.06122448979592,3.75285714285714,0.608111831820431,0.131940328
NCS-NCS-Co,0.483333333333334,5.08133637108992,2.60285714285714,0.285662686264043,7.02040816326531,1.88,3759.95,2.57142857142857,1.06122448979592,3.75285714285714,0.473761543394987,0.2997939066
NCS-NCS-Cu,0.476666666666667,5.10190880746882,2.60571428571429,0.277400390009806,6.04081632653061,1.9,3759.95,2.57142857142857,1.06122448979592,3.75285714285714,0.459619407771256,0.3677015209
NCS-NCS-Fe,0.5,4.88818477769081,2.59571428571429,0.306514536143557,7.51020408163265,1.83,3759.95,2.57142857142857,1.06122448979592,3.75285714285714,0.509116882454314,0.2343729894
NCS-NCS-Mg,0.673333333333333,8.04145151717812,2.52142857142857,0.526794252062466,5.38775510204082,1.31,3759.95,2.42857142857143,1.06122448979592,3.75285714285714,0.876812408671319,-0.2560735934
NCS-NCS-Mn,0.593333333333333,5.29908611274764,2.55571428571429,0.425942090430698,8,1.55,3759.95,2.57142857142857,1.06122448979592,3.75285714285714,0.707106781186547,0.0219688209
NCS-NCS-Ni,0.473333333333334,5.14256318131647,2.60714285714286,0.273287979294598,6.53061224489796,1.91,3759.95,2.57142857142857,1.06122448979592,3.75285714285714,0.45254833995939,0.212432738
NCS-NCS-Pb,0.333333333333333,5.14256318131647,2.66714285714286,0.118407193312251,3.3469387755102,2.33,3759.95,2.85714285714286,0.73469387755102,3.75285714285714,0.15556349186104,0.1608847366
NCS-NCS-Pd,0.376666666666667,4.77393276770935,2.64857142857143,0.161717396775766,6.36734693877551,2.2,3759.95,2.71428571428571,1.06122448979592,3.75285714285714,0.247487373415291,0.3966056837
NCS-NCS-Pt,0.35,5.03968419957949,2.66,0.134458537778234,6.20408163265306,2.28,3759.95,2.85714285714286,1.06122448979592,3.75285714285714,0.190918830920368,0.5719485494
NCS-NCS-Sr,0.793333333333334,6.38904375456013,2.47,0.664463655809218,18.2040816326531,0.95,3759.95,2.71428571428571,1.06122448979592,3.75285714285714,1.13137084989848,-0.4880810534
NCS-NCS-Zn,0.56,5.56990660033534,2.57,0.383085599679248,5.22448979591837,1.65,3759.95,2.57142857142857,1.06122448979592,3.75285714285714,0.636396103067893,0.1469364237
NO-NO-Ba,1.11666666666667,6.47006351927205,2.77,0.803211356141508,24.16,0.89,945.2,2.8,1.12,2.5748,1.52027957955108,-0.433359888
NO-NO-Be,0.89,11.2784249095921,2.906,0.582814787035019,5.6,1.57,1505.2,2,1.12,2.5748,1.03944696834423,-0.09661036
NO-NO-Ca,1.08,7.47011515168419,2.792,0.774266459580783,24.8,1,1060.2,2.4,1.12,2.5748,1.44249783362056,-0.446872354
NO-NO-Cd,0.85,6.01798308463364,2.93,0.534956811865944,4.64,1.69,539.42,2.6,1.12,2.5748,0.954594154601839,0.321854772
NO-NO-Co,0.786666666666667,5.57754614338131,2.968,0.455779073674793,8.48,1.88,1713.2,2.4,1.12,2.5748,0.820243866176395,-0.080480816
NO-NO-Cu,0.78,5.60012754811529,2.972,0.447277935696606,6.56,1.9,1302.97,2.4,1.12,2.5748,0.806101730552664,0.16781645
NO-NO-Fe,0.803333333333333,5.36553264020516,2.958,0.476922164006862,9.44,1.83,1756.2,2.4,1.12,2.5748,0.855599205235722,-0.09524522
NO-NO-Mg,0.976666666666667,8.82672659735851,2.854,0.678328679969553,5.28,1.31,868.2,2.2,1.12,2.5748,1.22329473145273,-0.107160786
NO-NO-Mn,0.896666666666667,5.81655988762292,2.902,0.590584603914435,10.4,1.55,1464.2,2.4,1.12,2.5748,1.05358910396796,-0.183261442
NO-NO-Ni,0.776666666666667,5.64475195978692,2.974,0.443019472906049,7.52,1.91,1673.2,2.4,1.12,2.5748,0.799030662740799,-0.058668182
NO-NO-Pb,0.636666666666667,5.64475195978692,3.058,0.265103054644222,2.56,2.33,545.81,2.8,0.64,2.5748,0.502045814642449,0.311638542
NO-NO-Pd,0.68,5.24012353301217,3.032,0.319140970908075,7.2,2.2,1773.25,2.6,1.12,2.5748,0.5939696961967,0.12765372
NO-NO-Pt,0.653333333333333,5.53182649571279,3.048,0.285662686264043,6.88,2.28,1986.6,2.8,1.12,2.5748,0.537401153701776,0.179743526
NO-NO-Sr,1.09666666666667,7.01295559882365,2.782,0.787757332306276,24.48,0.95,995.2,2.6,1.12,2.5748,1.47785317267988,-0.433841184
NO-NO-Zn,0.863333333333333,6.11382691656582,2.922,0.551131362113503,4.96,1.65,637.88,2.4,1.12,2.5748,0.982878425849301,0.178235084
OCN-OCN-Ba,1.24333333333333,6.65626823376609,2.70714285714286,0.803211356141508,17.8775510204082,0.89,3768.2,2.57142857142857,1.06122448979592,3.12371428571429,1.17379725676967,-0.8133519343
OCN-OCN-Be,1.01666666666667,11.6030115050679,2.80428571428571,0.582814787035019,5.30612244897959,1.57,3768.2,2,1.06122448979592,3.12371428571429,0.692964645562816,-0.2814865014
OCN-OCN-Ca,1.20666666666667,7.68510077816433,2.72285714285714,0.774266459580783,18.3673469387755,1,3768.2,2.28571428571429,1.06122448979592,3.12371428571429,1.09601551083915,-0.7976543886
OCN-OCN-Cd,0.976666666666667,6.19117718369718,2.82142857142857,0.534956811865944,4.81632653061224,1.69,3768.2,2.42857142857143,1.06122448979592,3.12371428571429,0.608111831820431,-0.1059238657
OCN-OCN-Co,0.913333333333333,5.73806472007104,2.84857142857143,0.455779073674793,6.77551020408163,1.88,3768.2,2.28571428571429,1.06122448979592,3.12371428571429,0.473761543394987,0.0084328757
OCN-OCN-Cu,0.906666666666667,5.76129600467232,2.85142857142857,0.447277935696606,5.79591836734694,1.9,3768.2,2.28571428571429,1.06122448979592,3.12371428571429,0.459619407771256,0.0918546443
OCN-OCN-Fe,0.93,5.51994958996182,2.84142857142857,0.476922164006862,7.26530612244898,1.83,3768.2,2.28571428571429,1.06122448979592,3.12371428571429,0.509116882454314,-0.0548917929
OCN-OCN-Mg,1.10333333333333,9.08075472259754,2.76714285714286,0.678328679969553,5.14285714285714,1.31,3768.2,2.14285714285714,1.06122448979592,3.12371428571429,0.876812408671319,-0.6014262314
OCN-OCN-Mn,1.02333333333333,5.98395714268638,2.80142857142857,0.590584603914435,7.75510204081633,1.55,3768.2,2.28571428571429,1.06122448979592,3.12371428571429,0.707106781186547,-0.2655592329
OCN-OCN-Ni,0.903333333333334,5.80720468129901,2.85285714285714,0.443019472906049,6.28571428571429,1.91,3768.2,2.28571428571429,1.06122448979592,3.12371428571429,0.45254833995939,-0.0917131986
OCN-OCN-Pb,0.763333333333333,5.80720468129901,2.91285714285714,0.265103054644222,3.02040816326531,2.33,3768.2,2.57142857142857,0.73469387755102,3.12371428571429,0.15556349186104,-0.1008908814
OCN-OCN-Pd,0.806666666666667,5.39093128064427,2.89428571428571,0.319140970908075,6.12244897959184,2.2,3768.2,2.42857142857143,1.06122448979592,3.12371428571429,0.247487373415291,0.25059095
OCN-OCN-Pt,0.78,5.6910292871841,2.90571428571429,0.285662686264043,5.95918367346939,2.28,3768.2,2.57142857142857,1.06122448979592,3.12371428571429,0.190918830920368,0.4473709743
OCN-OCN-Sr,1.22333333333333,7.21478443576608,2.71571428571429,0.787757332306276,18.1224489795918,0.95,3768.2,2.42857142857143,1.06122448979592,3.12371428571429,1.13137084989848,-0.8038450243
OCN-OCN-Zn,0.99,6.28977934610135,2.81571428571429,0.551131362113503,4.97959183673469,1.65,3768.2,2.28571428571429,1.06122448979592,3.12371428571429,0.636396103067893,-0.13895155
SCN-SCN-Ba,0.813333333333333,5.6962938871216,2.46142857142857,0.685139312535294,17.9591836734694,0.89,3759.95,2.85714285714286,1.06122448979592,3.75285714285714,1.17379725676967,-0.2087284463
SCN-SCN-Be,0.586666666666667,9.92961238749902,2.55857142857143,0.417382851233086,5.55102040816327,1.57,3759.95,2.28571428571429,1.06122448979592,3.75285714285714,0.692964645562816,0.3302000366
SCN-SCN-Ca,0.776666666666667,6.5767470671479,2.47714285714286,0.646686671641399,18.4489795918367,1,3759.95,2.57142857142857,1.06122448979592,3.75285714285714,1.09601551083915,-0.1668709549
SCN-SCN-Cd,0.546666666666667,5.29827878129651,2.57571428571429,0.365948438141932,5.06122448979592,1.69,3759.95,2.71428571428571,1.06122448979592,3.75285714285714,0.608111831820431,0.328792558
SCN-SCN-Co,0.483333333333334,4.91051469696486,2.60285714285714,0.285662686264043,7.02040816326531,1.88,3759.95,2.57142857142857,1.06122448979592,3.75285714285714,0.473761543394987,0.3770751351
SCN-SCN-Cu,0.476666666666667,4.93039554007647,2.60571428571429,0.277400390009806,6.04081632653061,1.9,3759.95,2.57142857142857,1.06122448979592,3.75285714285714,0.459619407771256,0.4943992823
SCN-SCN-Fe,0.5,4.72385637150449,2.59571428571429,0.306514536143557,7.51020408163265,1.83,3759.95,2.57142857142857,1.06122448979592,3.75285714285714,0.509116882454314,0.3642613994
SCN-SCN-Mg,0.673333333333333,7.77111826028624,2.52142857142857,0.526794252062466,5.38775510204082,1.31,3759.95,2.42857142857143,1.06122448979592,3.75285714285714,0.876812408671319,0.0567097437
SCN-SCN-Mn,0.593333333333333,5.12094424316732,2.55571428571429,0.425942090430698,8,1.55,3759.95,2.57142857142857,1.06122448979592,3.75285714285714,0.707106781186547,0.3822917009
SCN-SCN-Ni,0.473333333333334,4.96968321672205,2.60714285714286,0.273287979294598,6.53061224489796,1.91,3759.95,2.57142857142857,1.06122448979592,3.75285714285714,0.45254833995939,0.3522798194
SCN-SCN-Pb,0.333333333333333,4.96968321672205,2.66714285714286,0.118407193312251,3.3469387755102,2.33,3759.95,2.85714285714286,0.73469387755102,3.75285714285714,0.15556349186104,0.3843934766
SCN-SCN-Pd,0.376666666666667,4.61344522506598,2.64857142857143,0.161717396775766,6.36734693877551,2.2,3759.95,2.71428571428571,1.06122448979592,3.75285714285714,0.247487373415291,0.4879232794
SCN-SCN-Pt,0.35,4.87026276608971,2.66,0.134458537778234,6.20408163265306,2.28,3759.95,2.85714285714286,1.06122448979592,3.75285714285714,0.190918830920368,0.5808478994
SCN-SCN-Sr,0.793333333333334,6.1742602664168,2.47,0.664463655809218,18.2040816326531,0.95,3759.95,2.71428571428571,1.06122448979592,3.75285714285714,1.13137084989848,-0.1791241163
SCN-SCN-Zn,0.56,5.38266043107899,2.57,0.383085599679248,5.22448979591837,1.65,3759.95,2.57142857142857,1.06122448979592,3.75285714285714,0.636396103067893,0.3393622037
SH-SH-Ba,0.816666666666666,5.99228638390036,2.09,0.510330693299954,25.92,0.89,985.99,2.8,1.92,4.022,0.926309883354377,-0.9843094468
SH-SH-Be,0.59,10.4455778241255,2.226,0.225102874709209,7.36,1.57,1545.99,2,1.92,4.022,0.445477272147525,-0.3194674708
SH-SH-Ca,0.78,6.91848993078221,2.112,0.464256619349415,26.56,1,1100.99,2.4,1.92,4.022,0.848528137423857,-1.0254335688
SH-SH-Cd,0.55,5.57358950019244,2.25,0.179650655852134,6.4,1.69,580.21,2.6,1.92,4.022,0.360624458405139,-0.3225091648
SH-SH-Co,0.486666666666667,5.16567630456898,2.288,0.115294095056517,10.24,1.88,1753.99,2.4,1.92,4.022,0.226274169979695,-0.2357365228
SH-SH-Cu,0.48,5.1865902018922,2.292,0.109168515365691,8.32,1.9,1343.76,2.4,1.92,4.022,0.212132034355964,-0.0451265188
SH-SH-Fe,0.503333333333333,4.96931878435279,2.278,0.131184943737157,11.2,1.83,1796.99,2.4,1.92,4.022,0.261629509039023,-0.2640652808
SH-SH-Mg,0.676666666666667,8.17492339081603,2.174,0.331838253983406,7.04,1.31,908.99,2.2,1.92,4.022,0.629325035256027,-0.7321047548
SH-SH-Mn,0.596666666666667,5.38704025268447,2.222,0.232966651944445,12.16,1.55,1504.99,2.4,1.92,4.022,0.459619407771256,-0.2485813868
SH-SH-Ni,0.476666666666667,5.22791935633604,2.294,0.106156879828782,9.28,1.91,1713.99,2.4,1.92,4.022,0.205060966544099,-0.2736292608
SH-SH-Pb,0.336666666666667,5.22791935633604,2.378,0.035456165723185,3.04,2.2,586.6,2.8,1.6,4.022,0.091923881554251,-0.2245467988
SH-SH-Pd,0.38,4.8531704214795,2.352,0.035456165723185,8.96,2.2,1814.04,2.6,1.92,4.022,0,-0.0484270068
SH-SH-Pt,0.353333333333333,5.12333279103395,2.368,0.035456165723185,8.64,2.2,2027.39,2.8,1.92,4.022,0.056568542494924,0.0651825712
SH-SH-Sr,0.796666666666667,6.49508899264359,2.102,0.485327755826721,26.24,0.95,1035.99,2.6,1.92,4.022,0.883883476483184,-1.0434618608
SH-SH-Zn,0.563333333333333,5.66235581405587,2.242,0.194445968175797,6.72,1.65,678.67,2.4,1.92,4.022,0.388908729652601,-0.3071891308
NH-NH-Ce,1.2,5.71464378708552,2.32,0.602118079548795,23.04,1.12,1056.99,2.4,1.44,5.716,0.763675323681471,-0.870372074
NH-NH-Ge,0.903333333333333,6.76603594737095,2.498,0.232966651944445,5.28,2.01,1197.39,2,1.28,5.7926,0.134350288425444,-0.18729779
NH-NH-Hf,1.14,7.13270634331576,2.356,0.530881557605336,13.44,1.3,2491.99,2.4,1.44,5.716,0.636396103067893,-1.031802776
NH-NH-Ir,0.84,6.18992466956555,2.536,0.161717396775766,8.64,2.2,2724.99,2.4,1.44,5.716,0,0.175297656
